"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
（精典总部）线上运营总监,10000-20000/月,15000,四川精典汽车贸易有限公司,民营公司,1000-5000人,成都市武侯区二环路南四段丽都花园D区精典汽车生活广场,10652,3207,公共交通,1人 | 硕士 | 工作经验不限,2016-12-26,"
岗位职责： 1、负责公司线上产品整体的规划、运营、推广与策划 2、跟进运营方案实施，收集用户反馈，完成产品及运营流程改进 3、负责APP项目后期开发（产品及功能开发） 4、负责互联网运营团队建设，达成公司运营战略规划  任职要求： 1、硕士及以上学历 2、具备线上运营经验及成功案例，对运营平台各个环节理解深刻 3、熟悉各种互联网信息平台，网站营运模式及推广、优化、维护、更新技能知识 4、认可公司企业文化，愿意在汽车服务行业长期发展  薪资福利： 1、关键核心岗位，***； 2、社会保险及住房公积金； 3、补充医疗保险； 4、节假日慰问费（国家法定节假日、集团周年庆）； 5、特殊慰问费（结婚、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83129504
市场运营主管,6000-7999/月,6999.5,成都我来啦网格信息技术有限公司,民营公司,1000-5000人,金牛区蜀西路42号,13632,3413,公共交通,1人 | 本科 | 3-4年工作经验,2016-12-26,"
						岗位职责：
负责公司整体品牌建设，包括品牌文案、形象广告、宣传文章等;
制定品牌推广计划、及推进执行；维护外联媒体关系；
负责社区、新媒体活动策划执行，提高用户黏性和品牌传播度。
撰写运营方案和报表。
 
任职资格：
1、3年以上互联网行业自媒体推广或运营工作经验；
2、有线上、线下活动策划、热点炒作及执行案例，熟悉互联网营销方式与技巧；
3、有密切的媒体合作关系，优秀的内驱力，善于整合资源、抗压能力强。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83825374
运营主管,5000-8000/月,6500,中材科技（成都）有限公司,国企,150-500人,新津县新材料产业园新材18路,44076,2461,的士,若干人 | 学历不限 | 工作经验不限,2016-12-26,"
						此岗位工作地点：四川成都新津
电话：028-67778986 王***
岗位职责
1、组织产品运营数据监测和分析，并召开经营分析会；
2、负责公司年度目标分解；
3、负责会议决议督办和行动计划检查等；
4、领导交办的其他工资。


任职资格
1、管理类相关专业专科及以上学历；
2、3年以上运营、项目管理工作经验，有较强的数据分析能力；
3、良好的团队合作精神和沟通协调能力。
4、掌握财务知识
5、要求文笔好						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84420920
电商运营专员,6000-7999/月,6999.5,成都蜀秀商贸有限公司,民营公司,1000-5000人,成都市成华区双荆路2号招商雍华府2期16栋13楼,10039,2715,公共交通,2人 | 中技 | 1年工作经验,2016-12-26,"
负责淘宝、京东、一号店、阿里巴巴等销售平台的运营推广活动。  任职资格： 1、至少一年以上电商运营工作经验；2、精通京东、一号店、阿里巴巴等各种营销推广手段策略。备注：公司电商部诚聘人才，能力突出者薪资待遇可面议！ ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82567560
营销运营中心总经理,15000-19999/月,17499.5,四川众享天下蜀包电子商务有限公司,民营公司,150-500人,成都市高新区环球中心,14368,3315,公共交通,1人 | 大专 | 工作经验不限,2016-12-26,"
						1、高层管理职位；
2、负责公司的业务拓展、营销运作，能强有力的将计划转变成结果；
3、分析市场，调整营销模式，完成销售目标；
4、建立和管理销售队伍；
5、协助决策层制定公司发展战略。

任职资格
1、具有市场营销、企业管理类相关专业，大专或本科以上学历；
2、5年以上相关行业经历，3年以上产品销售和渠道管理经验；
3、有敏锐的市场意识和市场开拓的能力，善于管理团队；
4、具有强烈的进取心，精力充沛，身体健康，乐观豁达，富有开拓精神。

薪资待遇及其他：
1、工作地点：成都市区
2、公司提供外出高端培训机会
3、试用期月薪1.5万，正式聘用后年薪24万
4、绩效根据业务收益提",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82064213
新动力培训生（四川综合业务区-运营管理方向）,,,北控水务（中国）投资有限公司,国企,,,7861,3052,公共交通,1人 | 本科 | 无工作经验,2016-12-26,"
项目介绍/岗位职责：北控水务集团新动力计划是集团培养中高级管理人员及技术专家的人才发展计划，旨在通过高标准的筛选，经过18个月的跨单位、跨部门轮岗，参与战略性的重要项目以及 “通用类+专业类” 定制化培训，使管理培训生快速成长，成为各个业务与职能领域里的中坚力量和集团持久发展的动力。培养期内，集团会为每位管理培训生配备职业导师和学长导师，帮助达成工作目标、协助进行职业规划，使每一位管理培训生在北控水务集团都能有一个美好的未来。任职条件：1.      2017年应届毕业生；2.      本科以上学历；3.      扎实、全面的专业知识基础；4.      无补考、挂科记录，良好的英语能力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81981869
新媒体运营主管,6000-7999/月,6999.5,四川沱牌舍得营销有限公司,民营公司,1000-5000人,成都市高新区环球中心E1单元11楼9号（地铁1号线锦城广场A出口对面）,14368,3315,公共交通,1人 | 大专 | 工作经验不限,2016-12-26,"
						岗位职责：
1、参与制定社交媒体、自媒体平台（微信、网站、社群）的内容制作、管理与推广传播；
2、参与新媒体推广战略，投放策略、BD策略、运营策略的制定和实施；
3、制定新媒体渠道提升品牌知名度；
4、负责新媒体平台运营管理及内容（包括不限于策划、选题、内容输出、传播推广等）；
5、根据品牌传播规划，调整新媒体平台内容建设；
6、根据新媒体平台线上先下活动的策划、内容输出。
7、负责公司重大活动在各平台的多形式传播、推广。
8、参与部门相关工作流程的制定；
任职要求：
1、本科以上学历；3年以上运营经验，具备丰富的新媒体或社会化媒体运营和营销经验；
2、对热点新闻具有独立输出原",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82651604
运营副总监,15000-20000/月,17500,成都轻松益家电子商务有限公司,民营公司,500-1000人,成都市青羊区青羊大道97号优诺国际,10102,2924,公共交通,1人 | 大专 | 5-7年工作经验,2016-12-26,"
						岗位职责：
1、负责事业部与利润创造有关的运营管理工作，包括并不限于订单管理，物流追踪，部门协调，任务。
2、督导事业部各单位管理体系、流程、制度建设。
3、负责事业部销售大数据管理工作。
4、针对事业部现有管理现状，提出管理改进建议，根据决策实施执行优化办法，并评估实施效果。
5、其他事业部总经理安排的重点工作。
任职要求：
1、熟悉大型企业的营运规划制定和整体运作；
2、具有大型制造型企业或者是大型商贸企业的的营运管理经验；
3、有较强的执行能力和数据分析建模能力；
4、有内控经验或流程优化经验；						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83987713
手机通讯运营经理,6000-7999/月,6999.5,JD京东商城（成都分公司）,外资（非欧美）,500-1000人,成都市武侯区科华北路69号世外桃源广场写字楼B区16楼,4867,1953,公共交通,3人 | 本科 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1、配合公司总部运营商相关业务执行与落地工作，优化业务流程，完成本部门各项任务指标；
2、负责管辖区域内运营商业务的运营，包括SKU管理、进销库存管理、运营商业务配置、促销配置、工单处理以及其他基础运营工作；
3、负责区域内运营商账、款、票、佣金核算。

任职要求：
1、专科以上学历，具备电商运营工作经验优先；
2、性格开朗，有良好的沟通、表达能力，优秀的人际交往能力；
3、具有较强的逻辑思维能力、学习能力、执行力；
4、有团队精神，有较强的压力承受能力；
5、P2及以上运营经理及相关岗位。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74633366
内容运营,6000-7999/月,6999.5,四川金投金融电子服务股份有限公司,民营公司,1000-5000人,金牛区蜀西路42号,13632,3413,公共交通,1人 | 大专 | 工作经验不限,2016-12-26,"
						岗位职责
1、负责综合APP的内容频道及一切与内容运营相关的工作，并分析内容效果，优化内容推送策略；
2、结合社会热点，分析用户群体特征，挖掘金融话题，策划app内容频道；
3、参与产品活动的策划头脑风暴会议，为制定运营方案提供创意构想；
4、关注用户体验、平台价值，对APP内容的流量提升有所贡献，产品提升转化率提供建议；
任职资格
 1、 广告、营销、新闻、媒体等相关专业优先，微信或微博重度用户，对新媒体传播有独特兴趣，对于热点反应敏感，有微信公众号运营经验者优先；
2、 三观正脑洞大、熟悉网络用语，紧跟新媒体热点，能快速输出高质量传播性文案
3、对内容的传播性特别敏感，擅长",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81457736
产品运营,8000-10000/月,9000,优客逸家（成都）信息科技有限公司,民营公司,500-1000人,成都市高新区益州大道北段锦晖西一街99号布鲁明顿广场A区1栋2单元10楼,12147,2678,公共交通,1人 | 大专 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1、负责公司APP的整体运营工作，制定运营策略并组织执行；
2、制定、完善、贯彻实施公司线上运营管理制度及流程；
3、统计、分析APP各类数据，提出改进方案，提升用户新增量、日活量、留存量等数据，带领团队进行平台日常的维护，推广等；
4、推动各项业务发展，提升运营效益，确保运营目标的实现；
5、通过对用户体验和业务的分析，从而改进网络平台的产品和市场规划，实现公司既定目标。
任职要求：
1、3年以上互联网公司工作经验，2年以上APP运营操作经验，有中层管理经验者优先；
2、熟悉APP运营管理结构和流程，了解互联网业务的发展现状及趋势；
3、具备良好",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83677934
急招店铺运营专员,5000-8000/月,6500,四川川魂餐饮管理股份有限公司,民营公司,150-500人,成都市红星路三段银石广场2109,1787,931,公共交通,1人 | 学历不限 | 1年工作经验,2016-12-26,"
						岗位职责:
1、负责公司加盟店的日常营运督导；
2、汇总加盟店营业状况，调查行业的市场动态，及时总结数据，反馈信息；
3、负责加盟店的形象控制、菜品陈列监督，协助加盟商落实店铺管理制度；
4、协助加盟商对店铺任务进行分解并监督落实完成；
5、协助加盟商的店铺相关活动与管理；
6、协助加盟商负责新店铺开业相关工作安排与日常推广活动；
7、领导交办的其它事务。
任职要求：
1、餐饮行业1年以上经验优先考虑，有店面管理工作经验优先考虑；
2、性格开朗，沟通能力佳，有店铺管理的工作经历，较强的亲和力和感染力；
3、具有较强的协调能力，强烈的事业心和责任感；
4、25岁以上，居住地在成都",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74402342
运营主任,6000-7999/月,6999.5,成都泉源堂大药房连锁股份有限公司,民营公司,500-1000人,成都市高新区创业路16号火炬大厦A座10楼,7861,3052,公共交通,1人 | 本科 | 3-4年工作经验,2016-12-26,"
						岗位职责：
1．合作保险项目管理。依据泉依与保险公司的合作协议，与保险公司营运部门（新业务、保单服务及理赔）沟通运作细则，制定运作流程，确定数据交换方式，确保项目按时有序推进。
2．营运规则流程制定及优化。制定并定期检视营运规则及流程，提出合理化建议，不断予以优化。
3．系统功能优化及测试。根据系统开发部门的安排，提出用户系统需求，并参与讨论实施。
4． 泉依卡入保/保全数据处理及泉依卡缮制及发放。
5．客户及泉依卡信息变更。依据制定的客户或泉依卡信息变更服务流程和标准，在规定时间内按质完成信息变更工作。
6. 协助缮制营运分析报告。整理/分析营运数据，按时提交公司",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84188999
生产运营管理副总,15-20万/年,14583.33,海诺尔环保产业股份有限公司,民营公司,150-500人,成都市高新区天府大道北段1700号环球中心洲际大酒店（E1）入口，S9层,14368,3315,公共交通,1人 | 本科 | 工作经验不限,2016-12-26,"
						1、具有大型生产制造企业生产管理工作经历8年以上；
2、掌握工厂运行管理模式和流程，有现代化工厂管理经营理念和实操经验；
3、具有较强语言表达、综合协调、组织管控、对外联络能力；
3、热爱环保事业，具有责任感，敢于担当；
4、有固废或生活垃圾处置利用相关工作经验优先考虑；
5、专业：经济类、管理类、 哲学等专业；
6、年龄40岁以上。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=77300210
产品经理（运营商）,10000-14999/月,12499.5,成都网丁科技有限公司,民营公司,150-500人,成华区府青路二段25号协信中心写字楼10层2-4号,5211,2407,公共交通,1人 | 本科 | 3-4年工作经验,2016-12-26,"
						一、职位描述

1、 负责通信运营商宽带服务类产品规划、设计工作，包括：产品需求、框架、功能、流程、接口等；

2、 发掘需求，调研、收集、分析产品需求，编制产品解决方案；

3、 与产品设计师协作，完成产品原型设计；

4、 与研发进行协作，完成产品研发及实现工作；

5、 开展产品培训、知识转移等工作；

6、 编写产品设计说明书、产品手册、产品宣传资料等相关文档；

7、 对售前、销售进行产品技术支持；

8、 项目交付团队协作完成产品交付等工作。

二、职位要求：

1、 本科及以上学历，计算机、通信、电子类相关专业；3-5年以上工作经验；

2、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82827770
华龙证券互联网金融部APP运营岗（驻成都）,4000-8000/月,6000,华龙证券股份有限公司成都人民南路证券营业部,国企,1000-5000人,四川省成都市武侯区人民南路四段45号1栋1单元4楼1、8号,8009,1927,公共交通,2人 | 本科 | 3-4年工作经验,2016-12-26,"
						职位描述：
华龙证券互联网金融部运营岗，工作地点成都，负责公司APP的日常运营工作。

岗位职责：
1、负责公司App运营，能有效提高App的MAU和ARPU指标；
2、能运用不同的运营策略完成用户拉新，熟悉各类营销渠道效果；
3、熟悉用户生命周期管理，可对不同用户差异化服务，刺激用户活跃并降低流失率；
4、从运营角度，为产品设计和产品流程提出合理化建议并跟踪效果；
5、充分了解App用户需求，收集用户反馈，分析用户行为及需求，针对运营数据监控、跟踪和反馈。
6. 建立线上运营的内部管理制度、规范和业务流程。

任职资格：
1、本科及以上学历，有良好的产品营销策划能力或数据分析",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84351006
酒店运营副总经理,15000-19999/月,17499.5,四川安泰安蓉酒店管理有限公司,民营公司,150-500人,成都市金牛区茶店子正街132号,9348,2855,公共交通,若干人 | 大专 | 10年以上工作经验 | 普通话 熟练,2016-12-26,"
						1、协助总经理确立酒店的经营管理方针、发展方向、组织机构和完善酒店的长远规划及年度经营计划。
2、协助总经理对各部门主要管理人员进行考核、评估，提出任免中级管理人员的建议。
3、带领分管部门根据酒店年度经营计划分解、统筹各部门目标任务，并完成当年各项经营指标。
4、深入分管业务部门，检查各项工作情况，协助总经理协调酒店各部门之间的关系。
5、参与酒店重要经济问题的分析和决策，参加酒店主要经济合同的谈判、并监督执行。
6、控制、监督酒店的收入、成本和费用，协助建立并督导实施成本和费用控制和各项制度。
7、开展调查研究，分析酒店经营管理情况，随时收集同行业和市场信息，为总经理的决策",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84126023
新媒体运营,5000-7000/月,6000,成都得民数联科技股份有限公司,民营公司,150-500人,一环路南三段49号华诚大厦四楼,6765,1938,公共交通,1人 | 本科 | 3-4年工作经验,2016-12-26,"
						岗位职能：
1、负责公司官方微博和微信公众号的内容运营和粉丝增量；
2、负责制定营销活动在官方微博和微信的内容投放规划和数据统计；
3、负责APP咨询栏目的内容统筹规划和内容更新，以及阅读量、转发量等数据统计。
4、负责营销策划组部分文案的输出，产品运营所需的文案支持；
5、负责APP信息的编辑和上架、内容的校对和管理；
6、负责APP系统消息编辑和推送、APP用户评论的信息管理和筛选；
7、对公司的各类事件进行收集和新闻编写，审核线上渠道发布信息；
8、监控网络负面信息，并对负面信息进行合理的危机处理；
9、协调各类媒体资源，对公司的各类重要事件进行快速报道，增加公司的品牌知",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84480146
计划运营岗,5000-10000/月,7500,华润置地（成都）发展有限公司,国企,1000-5000人,成都市锦江区华润路158号,5808,2508,公共交通,若干人 | 本科 | 工作经验不限,2016-12-26,"
						岗位职责:1、组织编制公司及各部门经营计划及工作计划，跟进计划执行情况、定期考评并进行经营情况分析；2、根据项目经营计划分解编制项目控制计划，并负责跟踪、检查项目进度及执行情况及时汇报；3、负责对计划执行中的偏差进行分析，并提出处理建议；4、负责项目运行中的相关流程审批；5、收集公司经营及管理相关数据信息，汇总分析并形成公司经营管理报告；6、编制公司经营管理报告。 任职资格:1、经济、文学等相关专业本科以上学历，房地产相关工作经验优先；2、较强的文字写作能力、逻辑思维和系统思考能力；3、工作细致、严谨，具有强烈的敬业精神和工作责任心；4、较好的团队协作能力与沟通表达能力； 5、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84458063
电商运营经理,8000-9999/月,8999.5,四川浩蓝医疗器械有限公司,民营公司,150-500人,成都市东大街芷泉段6号时代1号1701,1435,212,的士,5人 | 学历不限 | 工作经验不限,2016-12-26,"
						1、负责官方商城的日常运营工作，完成销售目标；
2、负责电商平台的整体运营，制定和优化平台运作流程与规则，进行进度、质量监控；
3、负责平台的流量转换，完成平台运营业绩指标，包括平台网站内的产品分析、销售情况分析、产品促销等工作的实施；
4、对平台内商品活动的UV、PV、销量、跳出率、地域分布、转换率等做出专业的数据分析、判断，及时发现问题，并调整网站的优化方案，有效提升网站流量及用户粘性；
5、对店铺全部环节的用户体验、业务流程及团队绩效进行分析和不断改进；
6、负责店铺运营团队建设及管理。
7、熟悉主流第三方电商平台的运营模式，熟悉淘宝数据分析，SEO转化，PV",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84044059
高薪诚聘电商运营总监,8000-20000/月,14000,四川软衣房商贸有限公司,民营公司,150-500人,二环路北三段21号紫金乐章1栋2单元505,7013,2291,公共交通,1人 | 大专 | 工作经验不限,2016-12-26,"
						岗位职责：
1、根据公司战略制定电商业务市场战略规划；
2、.策划推进公司的电商业务运营战略、流程与计划，组织协调公司各部门执行、实现公司电商平台运营目标；
3、负责电商渠道的规划、拓展、运用多种渠道的组合带领市场团队实现公司整体的平台发展目标；
4、负责公司电商运营团队的建设与日常管理工作；
5、负责公司品牌在电子商务渠道（天猫、微商城等）的运营推广，提升店铺及产品的访问量；
6、负责整合企业资源，制定网络推广计划并对推广活动的进行落地执行；
7、负责带领团队对各平台关键数据（流量、点击率、转化率等）进行分析；
8、负责平台活动策划与运营，实现产品促销多样化、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82524874
称霸房产行业/高薪聘销售/实习生/往届生/运营销售岗l,6000-7999/月,6999.5,四川链家房地产经纪有限公司,民营公司,10000人以上,武侯区龙腾东路36号中海大厦五楼链家地产,10298,3171,公共交通,20人 | 大专 | 工作经验不限,2016-12-25,"
						【我们对你的要求】——20周岁以上，统招大专及以上学历
【我们可以给你】——A0级别员工：【无责任底薪4000】元（实习期1-6个月）
A1及以上级别员工：（50%-85%）高额提成；享受保障薪资3000元-6000元+五险一金+关爱基金+孝顺金+法定假日+生日休；五险一金+关爱基金+孝顺金+法定假日+生日休；

【欢迎您的加入】
联系人：嘉莉
联系电话：13668242019
QQ在线咨询：1785482265
联系邮箱：cdhomelink002@126.com
公司主页：http://homelink.com.cn
上班地点：成都600多家门店自选
面",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80014433
天猫淘宝店铺运营 旅游网店管理,3000-15000/月,9000,四川环球假日国际旅行社有限公司,民营公司,150-500人,成都市武侯区浆洗街27号,4028,1994,公共交通,6人 | 学历不限 | 1年工作经验 | 普通话  | 普通话 ,2016-12-25,"
						岗位职责：
1、负责产品排名的优化，店铺流量的优化，熟悉淘宝各类活动
2、负责安排旅游产品上线、包装、推广
3、安排对产品进行包装，线路呈现优化、图片美观
4、对产品进行推广，运营广告位推广、排序等等

任职资格：
1、熟练使用PS
2、有淘宝/天猫店铺运营推广策划经验
3、至少1年及以上在线旅游行业及相关行业工作经验
4、大专以上学历、旅游管理、电子商务及相关专业
5、了解旅游目的地及线路尤佳，有非常敏锐的市场观察力
6、对产品包装有独特的见解和想法，能够打造符合市场需求的优势产品
7、有较强的抗压能力，良好的营销理念，良好的团队合作精神
8、欢迎志同道合者加盟，股权奖励		",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82874924
运营校长（高薪校区运营管理岗/可接受外派）,8000-9999/月,8999.5,上海考尚文化传播有限公司,民营公司,1000-5000人,成都市青羊区八宝街红墙国际（面试地址）,5386,1981,公共交通,2人 | 本科 | 3-4年工作经验,2016-12-25,"
						岗位职责：
1、负责校区整体运营管理工作，包括招生、教学、教务、日常事务等，保证校区各项工作绩效指标顺利达成。
2、组织策划各种招生、教学活动，建立正常的教学秩序，把控教学质量、监控教学过程，控制学生流失率、做好服务体系建设。
3、做好团队建设和员工思想建设，负责校区员工的招聘、培训培养、激励、考评、奖惩等。
4、全面落实各种规章制度，并在总部指导下，完善地区各项规章制度或工作规范、流程。
5、保障校区人、财、物合理配置，做好各种安全防护管理工作。
岗位要求：
1、 学历本科及以上，专业不限，年龄25-40岁，热爱教育，愿意长期发展。
2、 有三年以上工作经验，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84447558
运营校长（高薪校区运营管理岗/可接受外派）,8000-9999/月,8999.5,成都美迪教育科技有限公司,民营公司,10000人以上,成都市青羊区东城根下街红墙国际C座5F,4385,1936,公共交通,2人 | 本科 | 工作经验不限,2016-12-25,"
						岗位职责：
1、负责校区整体运营管理工作，包括招生、教学、教务、日常事务等，保证校区各项工作绩效指标顺利达成。
2、组织策划各种招生、教学活动，建立正常的教学秩序，把控教学质量、监控教学过程，控制学生流失率、做好服务体系建设。
3、做好团队建设和员工思想建设，负责校区员工的招聘、培训培养、激励、考评、奖惩等。
4、全面落实各种规章制度，并在总部指导下，完善地区各项规章制度或工作规范、流程。
5、保障校区人、财、物合理配置，做好各种安全防护管理工作。
岗位要求：
1、 学历本科及以上，专业不限，年龄25-40岁，热爱教育，愿意长期发展。
2、 有三年以上工作经验，一年以上销售团队",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76048669
游戏在线运营+包机票签证+不收取任何费用,5000-12000/月,8500,四川俊羽网络科技有限责任公司,民营公司,150-500人,高新区环球中心E1-1311,14368,3315,公共交通,若干人 | 高中 | 工作经验不限,2016-12-25,"
						岗位要求：
1、年龄18-30岁，高中及以上学历，男女不限，经验不限，应届毕业生皆可；
2、熟悉各种网络推广模式、有丰富的网络推广营销实操经验和良好的网络在线互动能力；
3、热爱游戏行业，能熟练操作电脑，打字速度40个以上/分钟；
4、熟悉互联网媒体、网络广告特点；
5、具有良好的团队合作精神，踏实、勤奋、肯干，能吃苦、能够承受较大工作压力。
职位描述：
1、负责产品预热、推产品上线、活动策划、数据分析、渠道运营、市场投放以及客服工作；
2、跟进游戏日常运营工作，衔接游戏CP响应平台需求，与游戏CP的月度结算；
3、各种运营数据报表制作与报告，完成领导安排的其",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81822846
运营副总,18000-50000/月,34000,四川省元度家居汇装饰工程有限公司,民营公司,1000-5000人,中国 四川省成都市武侯区大石东路186号元度家居汇,5583,2093,公共交通,2人 | 学历不限 | 5-7年工作经验,2016-12-25,"
						岗位职责：

1、负责年、季、月任务指标的达成、公司品牌的打造和客户口碑的提升；

2、负责前端版块的管理（综合、网络与设计）、工作过程中指导和纠偏及工作结果的检查和验证；

3、决策制定、指令下达、团队的打造与管理、人才培养等；

4、总公司指令的执行及与各中心工作的协调和联动。

5、负责搭建团队、规划、管理，并持续进行培养、提升和优化。

任职要求：

1、在装饰行业至少有5年以上的中高层管理经验；能自己组建团队，开拓市场经验；

2、熟悉家装市场，对渠道开发及团队管理有一定的优势和心得；

3、有一定的职业素养，有决策力和很强的执行力，能够打造狼性团队；

4、具有灵敏",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76376378
销售人员/区域销售/运营管理（8000-12000/月）,8000-12000/月,10000,秦皇岛康姿百德高新技术开发有限公司,民营公司,1000-5000人,秦皇岛市开发区洋河道12号e谷创想空间B区,8798,3565,公共交通,5人 | 中专 | 3-4年工作经验,2016-12-25,"
						【薪酬福利】
1、底薪5000元/月（与销售业绩无关）+销售提成+年终奖金，年薪在10万元以上；
2、股权激励；
3、五险一金；
4、带薪年假； 
5、节日福利；

【岗位要求】
1、高中（中专）及以上学历；
2、年龄29-43岁之间；
3、优秀的销售能力，带过团队的优先考虑；
4、有三年以上耐用消费品(服装服饰/纺织/皮革/家具/家电)、快速消费品(食品/饮料/烟酒/化妆品/日化)、零售/批发、酒店/餐饮、金融/保险/银行/投资/基金/证券、房地产/建筑/建材/工程、医疗/保健/卫生/美容、医疗设备/器械、汽车等行业销售或管理优秀经验者均考虑。

【岗位职责】
1、销售管理岗",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80769816
区域经理（运营商）,5000-7000/月,6000,成都翼联科技有限公司,民营公司,150-500人,成华区万科华茂广场22楼,6292,2406,公共交通,1人 | 大专 | 3-4年工作经验 | 普通话 熟练,2016-12-25,"
						任职要求：
1、2年以上从事运营商行业市场推广经验；
2、具有丰富运营商增值业务市场开拓经验或互联网类业务推广经验，优先考虑；
3、在当地具有良好运营商行业关系，优先考虑；
4、具备较强的学习能力，能够快速熟悉和掌握公司产品；
5、具备较强的对外沟通能力，能通过对客户的调研及沟通，挖掘客户需求，形成有效商务推动；
6、具有较好的协调与协作精神，能与项目组成员形成搭配，促进业务快速发展。
岗位职责：
1、25-30岁，专科及以上学历。 
2、具有丰富运营商增值业务从业经验，了解运营商政策，关注运营商业务发展的动向，进行运营商业务信息收集、分析和总结，为业务发展提供决策指引，从运营",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81113437
运营督导,6000-7999/月,6999.5,成都味道印象餐饮管理有限公司,民营公司,150-500人,武侯区佳灵路七号红牌楼广场一幢一单元12楼02号,9439,2238,公共交通,1人 | 学历不限 | 3-4年工作经验,2016-12-25,"
						1、3年以上知名餐饮连锁企业运营督导工作经验，或5年以上知名餐饮连锁店店长工作经验优先录用；
2、具有较强的组织协调沟通能力；
3、具有较强的文字功底，熟练使用常用办公软件及办公系统；
4、在公司总经办领导下完成交办的日常工作事物。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84215916
运营副总,10000-14999/月,12499.5,成都大龙燚餐饮管理有限公司,民营公司,150-500人,望江路1号中海广场29楼,2581,1677,公共交通,1人 | 学历不限 | 10年以上工作经验,2016-12-26,"
						岗位职责：
负责新项目前期调研、统筹和规划，全面负责新项目后期的经营管理工作，制定新项目的战略规划与经营计划并建立和健全新项目的各项管理体系，打造品牌，保证新项目目标的实现。
一、项目前期调研
组织进行对新项目宏观环境及行业状况进行调研；制定市场调研计划，组织策划新项目的调研工作；
二、项目战略与目标管理
根据调研情况制定项目的长、中、短期的发展规划，并交董事会审核，以指引项目的发展方向；
三、经营决策和统筹管理
1.制定项目经营计划，确保经营项目的实现；制定年度经营预、决算方案，为经营管理提供指导；
2.领导统筹项目整体运营，并采取有效措施，加强经营管理，降低",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83441786
运营副总,25000-29999/月,27499.5,成都市生活家装饰工程有限公司,民营公司,150-500人,成都市青羊区八宝街新城市广场A区（电影院楼上）5楼,5080,1736,公共交通,1人 | 大专 | 5-7年工作经验,2016-12-25,"
						岗位职责：
1、负责进行公司市场战略规划，制定公司的市场总体工作计划，提出市场推广、品牌、公关、活动等方面的具体方向和实施方案；
2、组织和监督实施年度市场推广计划；
3、进行市场调研与分析，研究同行、业界发展状况，定期进行市场预测及情报分析，为公司决策提供依据；
4、制定公司整体公关策略及危机公关的应对处理；
5、建立完善市场部工作流程以及制度规范；
6、制定市场推广费用预算及市场部全年整体财务预算制定、控制以及完善激励考核制度；
7、管理市场营销团队，并对团队成员和相关部门进行市场培训和指导。
任职资格：
1、市场营销管理类或相关专业本科以上学历；
2、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83955154
