"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)","('job_Id',)","('company_Id',)"
招商运营策划师,6-8千/月,7000,成都日新伟业置业有限公司,民营公司,150-500人,成都市锦江区下东大街216号喜年广场44F,1407,1053,公共交通,若干人 | 大专 | 工作经验不限,2017-03-22,"
						岗位要求：
1.大学专科以上学历，房地产、市场营销、工商管理、电子商务、公共关系等相关专业，具备商业地产招商运营策划的专业知识；
2.3年以上商业招商、运营管理的策划工作经验，熟悉国家和地方商业物业相关政策，熟悉招商运营和销售环节的项目定位、业态规划、形象包装、租金和价格制定、活动推广与媒体推广、渠道拓展等工作，有优秀项目操盘案例者优先；
3.具有较强的计划、组织、执行、沟通能力，善长文案写作、活动组织和市场调研，熟悉办公自动化软件操作。
岗位职责：
1.在策划总监和项目招商运营经理的管理下，负责项目日常招商和运营管理的策划执行，支持项目团队完成商家资源整合和月度招商",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80094520,80094520,3452542
急聘 文案策划编辑,4-6千/月,5000,深圳怀新企业投资顾问股份有限公司四川分公司,民营公司,500-1000人,青羊区提督街1号雄飞中心31楼,2025,983,公共交通,1人 | 大专 | 工作经验不限,2017-03-22,"
						职责：
1．能独立完成公司财经证券相关文案的创作和编辑；
2．负责公司微信公众号文案的撰写（会写段子）；
3、负责宣传推广文案及宣传资料文案的撰写；
4、配合网站文章的采编及网站后台的编辑；

资格：
1、大专及以上学历；
2、2年及以上相关工作经验者优先；
3、较强的文字功底和理解领悟能力；
4、优秀的学习能力，沟通能力和团队协作能力，具有独立的创意性思维和较强的责任心。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83599492,83599492,4078998
新媒体运营/五险一金+周末双休,4-6千/月,5000,成都欣荣博谱实验设备有限公司,合资,150-500人,四川成都市武侯区来福士,5452,1851,公共交通,2人 | 本科 | 工作经验不限,2017-03-22,"
						岗位职责：
1、	负责公司平台职位内容优化，包括职位标题、排版等职位模块的展现方式；
2、	提升职位吸引力，及整体职位的浏览量
3、通过优化职位排序、平台运营活动提升平台的用户活跃度，最终提升职位的投递量
4、负责微信公众号的内容推送，给公司平台导入流量，最终提升职位投递量
任职资格：
1、本科及以上学历，专业不限，但要求有1年及以上相关新媒体运营经验；
2、思维活跃、有创新意识，做事积极主动，较强的专题策划和文案写作能力；
3、了解各大主要社区、论坛情况，关注时事热点，能抓住热点制造微信话题；
4、会photoshop等基本的图片处理软件。
福利待遇：
",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82006422,82006422,3984620
策划师,4.5-6千/月,5250,第一太平戴维斯物业顾问（成都）有限公司,外资（非欧美）,500-1000人,成都市人民南路二段1号仁恒置地广场2106室,4234,1528,公共交通,3人 | 中专 | 2年工作经验,2017-03-22,"
岗位职责 1、负责房地产项目开发前期策划的工作，如项目定位分析、投资收益分析、人文景观设置建议等； 2、负责房地产项目开发的后期营销策划的工作，如项目概念定位的成功演绎、各类营销手法的运用； 3、负责与相关媒体对接,搞好公司各类推广项目,做好活动的策划,包装,宣传,跟进等实施工作； 4、撰写全程策划报告、定位报告、规划建议、执行报告； 5、负责对销售及策划进度进行动态掌控。 任职资格 1、男女不限，形象良好，营销、广告、建筑、土木类相关专业大学专科及以上学历； 2、2年以上房地产行业策划咨询工作经验，有成功策划案例者优先； 3、熟悉房地产策划，能够完成前期策划报告、营销策划报告、推广策划书等",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=50664645,50664645,2047997
运营专员,4.5-6千/月,5250,成都本来生活科技有限公司,民营公司,1000-5000人,成都市科华北路62号力宝大厦N11-16,5313,2012,公共交通,1人 | 学历不限 | 工作经验不限,2017-03-22,"
						岗位职责：
1、产品管理（包含品类产品规划、单品包装及爆品打造、产品销售与利润率调控等）；                                              
2、活动策划及执行。促销力度规划、选品、活动效果分析；
3、运营数据分析及运用。（包含销售、用户、商品数据等） ；                                  
4、协调采购、设计、仓配、客服及相关条线工作，保障日常运营顺利开展；
5、市场竞争对手和用户调研，整合采购供应链资源，制定销售运营计划；
6、运营岗各方向：本来生活自营平台产品运营、本来生活自营平台前端运营、第三方平",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86848995,86848995,4172003
首席运营官,5+ 千/月,5000,四川省东山艺锦建筑装饰工程有限公司,民营公司,150-500人,成都市高新区盛和一路88号康普雷斯A座,9717,2494,公共交通,若干人 | 大专 | 3-4年工作经验,2017-03-22,"
						岗位职责 

1、负责制定公司信息化战略并实施：制定公司制度和执行标准，推动企业战略经营目标的实现；

2、领导企业内部团队建设，内部管理机制的完善；

3、协调各部门之间的关系，保证信息流通畅通；合理配置各部门资源，最大化利用资源；

4、全面主持公司的日常业务运营，监测指标，完成运营审计， 建立业务运作体系， 提升业务营运效益；

5、带领公司的管理团队， 执行公司的经营战略， 完成公司的年度业务计划；

6、主持公司的营运会议， 协调推动公司的日常业务运作，推行公司的战略方针和经营理念， 持续优化公司的企业文化。 



任职资格 

1、本科及以上学历，5年以上相关工作",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=73425943,73425943,3531223
互联网营销策划人,0.5-1万/月,7500,四川中诚财富股权投资基金管理有限公司,民营公司,150-500人,成都市锦江区芷泉街时代8号2305室,1126,136,的士,1人 | 大专 | 3-4年工作经验,2017-03-22,"
						岗位职责：
1、了解互联网的特质，熟悉产品的运作和推广的各种方式，拥有成功的推广经验和良好的互联网资源。
2、敏锐的市场触觉及较强的观察力、判断力和应变能力，具有较强的网络营销的创意策划和整合能力，能通过各种网络推广方式实现网络营销战略；
3、独立策划线上、线下多渠道营销传播活动，负责创意、文案写作、落地、复盘等多个环节的执行，并对整个营销活动的结果负责
4、开展即时的借势营销，利用当下热点策划营销事件，提升粉丝和用户的参与感，有效拉取产品新用户
5、即时关注社交媒体最新趋势，分析行业特点、竞争情况和市场营销数据，提出针对性互动营销策略推广品牌；
6、能够跨品牌、跨",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85516753,85516753,3944296
途牛携程同程美团运营/OTA运营经理（高薪+丰厚福利）,0.6-1万/月,8000,四川世纪海外国际旅行社有限公司,民营公司,150-500人,成都市顺城大街274号国光综合楼3F,2903,1406,公共交通,1人 | 本科 | 3-4年工作经验,2017-03-22,"
						你需要做：
1. 对途牛、携程、同程、美团等OTA平台的日常运营管理；
2. 协助总经理制定年度、季度、月度各店铺的运营策略；
3 定期提交店铺运营报告，根据流量、咨询量、转化量、推广效果等数据做全方位的阶段性评估；
4. 分析总结竞争对手、行业信息、公司产品信息等调研信息，确定调研结果，为公司旅游事业部总体战略制定提供相关数据；
5. 维护所属区域内度假线路的价格并定期与同行进行比较。
我们的要求：
1. 2年以上同行业工作经验，有电商类店铺运营经验及电商团队工作经验优先；
3. 熟悉途牛、携程、同城、美团运作模式及营销规则；
4. 良好的策划推广能力和项目执行能力、协调能力",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=80126033,80126033,3826491
电子商务运营,4.5-6千/月,5250,成都本来生活科技有限公司,民营公司,1000-5000人,成都市科华北路62号力宝大厦N11-16,5313,2012,公共交通,1人 | 学历不限 | 工作经验不限,2017-03-22,"
						1、负责制定公司第三方平台店铺整体目标及规划；
2、制定相应的电商推广计划及销售计划，对店铺的运营、推广、销售策略等方面提出改进计划并实施；
3、定期对店铺数据、营销数据、竞争对手、行业数据进行分析统计，并以分析结果为导向，制定相应的运营改进方案；
4、产品结构选型，差异化产品销售，确保目标达成。
5、店铺售后业务处理，保证用户使用体验。

任职资格：
1、大专及以上学历；2年以上电商运营推广经验；
2、目标感强，敢于挑战，承担压力能力强；
3、具有数据分析能力和执行能力。
4、性格热情、开朗，有良好的沟通技巧及团队协作精神，具有较强责任感。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86062120,86062120,4172003
新媒体文案策划（成都演艺集团招聘）,3.5-8千/月,5750,成都艺博文化艺术培训学校,非营利机构,150-500人,成都市水碾河路48号成都艺术中心（娇子音乐厅）4楼,1589,904,公共交通,3人 | 大专 | 1年工作经验,2017-03-22,"
						1、负责公司各类项目文案，撰写营销文案；
2、负责公司项目特色提炼，负责项目的文案创意工作；
3、善于捕捉流行趋势、行业态势，并运用到工作中，能通过文字准确传递项目的核心点；
4、根据要求，编写其它各类策划文案，完成领导交付的其他任务。

职位要求：
1、大专及以上学历，广告传媒、新闻、市场营销、商务相关专业优先；
2、具有较强的文字功底，具备优秀的文案编辑、组织、整理和撰写的能力，有商务策划者优先；
3、具有敏锐的市场洞察力、新颖开阔的创意思维，说服能力，热爱文案编辑工作，有创意的激情；
4、工作态度认真，对工作有较强的责任心，能承受较大工作压力；
5、沟通能力强，学习能力强",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=69935666,69935666,2364692
品牌策划专员,4.5-6千/月,5250,域上和美集团有限公司,民营公司,1000-5000人,成都市武侯区保利中心南塔28楼,7241,2047,公共交通,1人 | 学历不限 | 工作经验不限,2017-03-22,"
						职位描述:
1、 参与制定集团及集团子品牌的年度品牌建设方案，参与各品牌发展建设和策划推广工作；
2、可独立完成集团及集团子品牌下的项目概念规划方案，品牌宣传推广方案，提升品牌认知度和美誉度；
3、可独立完成集团各品牌下的项目公关活动方案的策划、广告策划、媒介策划；
4、协助集团品牌中心开展品牌推广活动；
5、参与品牌发展建设、推广所需资料（如宣传视频、宣传画册、报刊杂志等）的规划；
6、参与品牌专项建设评估，制定月度、半年度、年度报表；
7、领导交办的其他工作
任职资格：
1、大专及以上学历，市场营销、广告等相关专业；
2、1年以上品牌策划推广等相关工作经验，熟悉品牌与企业文",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=71314941,71314941,3714702
