"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)","('job_Id',)","('company_Id',)"
计划运营主管,6-8千/月,7000,四川瑞信实业集团有限责任公司,民营公司,150-500人,锦江区滨江东路9号附9号香格里拉中心11楼,2524,1632,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						1.土木工程类、项目管理、房地产开发等相关专业；
2.5年及以上相关工作经验，其中2年及以上房地产运营管理经验，具有系统参与项目开发经验；
3.能够完成项目运营的目标设定、会议的组织、监控，项目计划的指定与监控，知识的管理等；
4.熟练操作Office软件、项目管理软件、办公自动化系统；
5.有较强的的沟通与组织协调能力，为人踏实稳重，性格开朗。

岗位职责：
1.集团年度经营计划及项目开发计划的拟定；
2.集团新项目立项的协调工作，组织开展定位策划、可研报告的拟定；
3.各项目土地前期模块的材料数据收集整理，以及该模块费用审批工作；
4.项目运营计划的跟进、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82547668,82547668,2527429
营销策划经理,6-8千/月,7000,成都大龙燚餐饮管理有限公司,民营公司,150-500人,望江路1号中海广场29楼,2577,1674,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						""1、配合公司餐饮品牌文案撰写、物料宣传文字；
2、给公司旗下个餐饮门店活动策划文案、PPT文案；
3、调研餐饮店周围消费群体，根据消费群体制定配套的活动方案，以及制作喷绘展架、灯箱DM单等；
4、负责线下活动营销，制作各个节假日相关的海报、展架,公司内外形象设计、包装文案，户外广告牌文案；
5、负责对公司微信平台、网站的宣传软文、活动策划、方案撰写；
6、负责完成公司总部及各餐饮门店的文字宣传任务；
7、配合完成相关创意的文字表现工作。　    ""
岗位要求：
1、年龄要求：25—40周岁；                                           ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87429611,87429611,3410312
华龙证券互联网金融部新媒体运营岗（驻成都）,4-8千/月,6000,华龙证券股份有限公司成都人民南路证券营业部,国企,1000-5000人,四川省成都市武侯区人民南路四段45号1栋1单元4楼1、8号,8020,1937,公共交通,2人 | 本科 | 3-4年工作经验,2017-04-14,"
						职位描述：
华龙证券互联网金融部新媒体运营岗，工作地点成都，负责公司微信、微博等新媒体的日常运营工作。

岗位职责：
1、负责移动互联网自媒体平台（微信、微博、手机终端为主）的日常运营及推广工作；
2、负责独立运营微信公众号，为粉丝策划与提供优质、有高度传播性的内容；
3、负责策划并执行微媒体营销线日常活动及跟踪维护，根据项目发送各种内容信息；
4、挖掘和分析网友使用习惯、情感及体验感受，及时掌握市场、新闻热点，有效完成专题策划活动；
5、紧跟新媒体发展趋势，广泛关注标杆性公众号、大V、微信群、QQ群，积极探索新媒体运营模式；
6、独立撰写各类稿件（新闻稿、综述稿、评论稿、专访",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84351009,84351009,3990640
房地产开发/策划主管,0.8-1万/月,9000,四川瑞信实业集团有限责任公司,民营公司,150-500人,锦江区滨江东路9号附9号香格里拉中心11楼,2524,1632,公共交通,1人 | 本科 | 工作经验不限,2017-04-14,"
						岗位职责：
1、负责组织搜集相关行业政策、竞争对手信息、客户信息等，了解成都地产行业发展趋势；
2、根据公司发展战略组织制定营销计划；
3、负责市场调研、目标市场分析、市场营销定位的把握，根据需要撰写调研报告；
4、整合线下渠道，负责拓展及维护；
5、负责营销策划活动的组织、执行、协调已经在执行过程中的监控和调优；
6、负责营销体系管理制度和流程的建设；
7、对销售策略提供合理性建议；
岗位要求：
1、 本科及以上学历，市场营销相关专业；
2、 2年以上房地产开发公司营销策划工作经验；
3、 有房地产项目全程开发策划经历者优先；
4、能独立专业策划方案，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83064445,83064445,2527429
品牌中心资深文案广告策划经理,8-8千/月,8000,成都易贷网金融信息服务有限公司,民营公司,1000-5000人,四川省成都市锦江区大业路财富中心上普国际C座22楼,2958,1733,公共交通,1人 | 本科 | 3-4年工作经验,2017-04-14,"
						1.  基于对目标受众的精确洞察，进行广告方案策划和广告文案撰写；
2.根据数据分析结果定期更新广告文案；
3.按时完成各品牌营销部的文案需求并协助其完成广告策略执行；
4.指导初级文案人员进行广告文案创作；

任职资格：
1.本科及以上学历；
2. 3年以上广告行业经验；
3. 擅长各类不同文体写作，具有出众的语言驾驭能力；
4. 了解线下和线上各类营销推广方式，能够快速学习并撰写各类文案；
5.  具有发散型创意思维，善于独立思考；
6. 善于沟通，并具备良好的团队合作意识；						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86096512,86096512,2445810
品牌推广（文案）(005227),6-8千/月,7000,四川苏宁云商销售有限公司,上市公司,10000人以上,四川省成都市锦江区红星路三段16号正熙大厦6楼,1847,979,公共交通,若干人 | 大专 | 2年工作经验,2017-04-14,"
						岗位职责:1、负责企业品牌规划、推广，文案撰写工作；2、 建立和维护行业主流媒体资源，高效利用各类资源来执行品牌营销计划； 任职资格:1、 专科及以上学历，营销、管理、文学类相关专业；2、 2年以上品牌规划、设计、推广及管理经验；3、 优秀的规划能力、沟通能力；4、 有独到的商业评论、文案撰写能力者优先；5、 有成功品牌建设案例者优先； ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87719354,87719354,3809449
社群运营主管,0.8-1万/月,9000,美莱医学美容医院有限公司,民营公司,150-500人,四川省成都市青羊区青华路31号,7695,2287,公共交通,1人 | 大专 | 2年工作经验 | 普通话 良好,2017-04-13,"
						岗位职责：
1、负责搭建和管理签字目标用户的社群，建立完善的工作流程及制度规范。包括但不限于微信群、QQ群；
2、进行社群用户数据管理及分析，挖掘和分析用户需求，制定社群运营策略；
3、负责策划社群主题活动，为社群拉新和活跃老用户；
4、负责收集和反馈用户需求问题，同时反馈给相关对接部门；
5、微信群运营，与群友做好互动，建立有效运营手段提升群友活跃度；
6、对群友的网络行为进行分析与总结；
任职资格：
1、互联网相关工作经验2年以上，善于数据分析；
2、90后热爱时尚，爱show爱美，喜欢和向往医美行业，性格开朗，思维灵活；
3、重点特点：话题小能手，能侃",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84328605,84328605,2412467
运营经理,6-8千/月,7000,成都大龙燚餐饮管理有限公司,民营公司,150-500人,望江路1号中海广场29楼,2577,1674,公共交通,1人 | 学历不限 | 工作经验不限,2017-04-14,"
						?岗位职责：
1. 进行产品调研，包括市场分析、竞争对手分析、用户分析等，对新产品进行定位；协调制定产品方案，如品牌战略、产品战略规划、负责协调产品设计、工业设计、产品研发和生产；
2.负责产品上市后的渠道拓展、产品销售、数据跟踪、用户调研，并根据各项反馈完成产品改进及新版本推出。
3. 熟悉电子商务流程，熟悉网上购物和销售、推广、优化、维护、更新技能知识；熟练电子商务平台的操作规范和流程；
4. 熟悉网站运营流程和网站运营指标数据分析，具有一定的网站策划能力、网站促销专题策划和撰写能力；
5. 负责电商线上线下渠道拓展和维护。管理、维护、规范和监督现有的销售渠道。
6. 负责",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84899326,84899326,3410312
房地产策划经理/策划主管,0.8-1万/月,9000,成都日新伟业置业有限公司,民营公司,150-500人,成都市锦江区下东大街216号喜年广场44F,1392,1046,公共交通,2人 | 学历不限 | 工作经验不限,2017-04-14,"
						岗位职责：

1.负责项目策划整体工作，并管理项目策划线人员。

2.负责项目各种重要策划方案的拟写和提报。

3.负责与项目开发商对接策划工作，完成开发商交办的相关工作。

4.参与公司交办的培训带教、专题调研、项目提案等其它策划工作。




任职要求：

1.大学专科以上学历，房地产、市场营销等相关专业，逻辑思维清晰，工作认真细致，有较强的写作和语言表达能力。

2.3年以上项目营销策划工作经验，有较强的策略能力，能针对营销问题进行研究分析并提出合理解决方案。

3.能够与团队和开发商保持良好的工作沟通和协作关系。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=74369754,74369754,3452542
策划主任,5-8千/月,6500,保利地产投资顾问有限公司成都分公司,国企,150-500人,成都市武侯区人民南路四段领事馆路7号保利中心北塔27F,5436,1979,公共交通,4人 | 本科 | 3-4年工作经验,2017-04-14,"
						保利地产投资顾问有限公司成都分公司因业务发展需要，需招聘4名有房地产策划经验的策划主任及高级主任。
岗位职责：
1、 参与制定并执行项目前期定位、中期热销、后期收官阶段的全程营销方案，包括但不限于项目定位、定价、促销及推广方案等；				
2、进行市场分析、地块分析、项目分析、竞品分析与监控等；				
3、协调内外部合作关系、利用内外部资源，促成营销业绩达成；				
4、参与销售现场管理工作，包括人员招聘、培训、销售考核、团队建设、客户维护、拓展等；				
5、上级安排的会议组织和报告撰写等工作。				
任职资格：
1、本科及以上学历，市场营销、策划类等相关专业毕业；
",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85491766,85491766,2144770
网络运营经理,0.8-1万/月,9000,成都市申易上舍居装饰工程有限责任公司,民营公司,150-500人,二环路西三段19号恒远大厦8楼,8561,2000,公共交通,3人 | 学历不限 | 工作经验不限,2017-04-14,"
						岗位职责：
1、精通各种网络推广方法（竞价、免推），计划方案的执行与目标达成；
2、制定新媒体（微博、微信、线上）传播计划，并制定微博、微信、线上等营销策略
挖掘、搜集、分析客户和同行业在新媒体等营销推广方面的效果、体验感受，为公
司制定微营销策略提供依据；
3、依据网站营销战略、上线计划及特性制定各推广计划，有效提升网站流量、咨询量；
4、排名及广告传播效果，提升线上点击、浏览量，提升线上用户转化率；
负责了解和搜集网络上同行业或者竞争对手的动态，搜集建立网络信息资料库；负责线上对外合作；
5、统计每日的投入、流量，并优选关键词；利用各种互联网等多媒体资源提高公司网站访问量、",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87802412,87802412,3658341
运营经理（成都）,0.6-1万/月,8000,天津狮桥国际物流有限公司,外资（欧美）,500-1000人,参与面试请查询招聘信息相关内容,,,,5人 | 大专 | 3-4年工作经验,2017-04-14,"
						一、岗位要求：
1.大专及以上学历；
2.从事物流行业3年及以上，具备车队管理岗位经验；
3.具备良好的计划、管理、沟通和协调能力；
4.责任心强，诚信、细致，有较强的团队合作意识 ；
二、岗位职责：
1.负责项目的流程跟进和优化，干线运输管理；
2.负责处理异常客户信息，及时处理和解决项目运行中引起的客诉；
3.合理调配车队资源，保证整体配送服务的时效和质量；
4.城际区域指标制定；
5.做好区域车辆管理和外协车运力统调，具备当地外请车资源；
6.把控区域账款风险；
三、福利待遇：
1.工资：6500-10000元，月休4-6天；
2.全国范围内自主选择五险一金购买地，带薪休",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83410987,83410987,3361161
运营总监,0.8-1万/月,9000,四川鼎鼎大龙餐饮管理有限公司,民营公司,150-500人,四川成都武侯浆洗街5号 银谷基业 9楼2-12号,5453,2448,公共交通,5人 | 大专 | 工作经验不限,2017-04-14,"
						1、1-3年以上的餐饮管理经验，有丰富的餐饮管理经历；2、对于品牌运营有自己独特的见解和管理方式，能有推陈出新的创意；3、对于品牌的建立和长期维护力，有长远的计划；4、有相关工作经验者，公司优先录用。 ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=87432153,87432153,3815618
总公司运营经理,8-12万/年,8333.33,成都传承景观规划设计有限公司,民营公司,150-500人,成都蜀金路金沙万瑞中心C312,10411,2388,公共交通,1人 | 大专 | 3-4年工作经验,2017-04-14,"
一、工作职责1、熟悉公司的整体运作流程；2、指导公司的运营，贯彻执行公司有关营业政策；3、有效的反馈公司经营管理情况；4、协调各部门的工作关系；5、进行业务的开拓也维护；6、完成领导安排的其他工作。二、任职要求：1、大学专科及以上学历；2、熟悉景观行业的工作流程；3、有设计、建筑、景观等相关企业工作经验；4、沟通能力较强，有亲和力。联系人：杨***联系电话028-61333449邮箱：chuanchengla@163.com ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83096859,83096859,3001191
活动策划专员,6-8千/月,7000,上海易贷网金融信息服务有限公司,民营公司,150-500人,锦江区东华门正街42号四川广电国际大厦25楼,2390,1276,公共交通,若干人 | 学历不限 | 工作经验不限,2017-04-14,"
						工作内容祥述：    　
1、铺排成都市可利用的企业资源，置换免费和低费用的企业宣讲会，供产品/品牌宣传使用；
2、公关活动策划并对接执行落地活动。
3、管理监督公司市场拓展费用预算与使用，严格控制费用以及本部门管理事项
4、与合作方展开线上活动合作，对执行过程进行全程监控指导；
5、完成领导交办的其他任务。
任职要求：
1：2-6年以上活动策划执行相关经验，具备广告公司及互联网行业就业经历尤佳。
2：有大型活动策划及推广经验，有2-3场独立策划的活动方案。
3：有品牌公关活动经验者优先考虑。
?4：性格开朗，创意脑洞大，执行认真且主动。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85515586,85515586,4129125
