"('job_Name',)","('job_Wage',)","('job_AverWage',)","('company_Name',)","('company_Nature',)","('company_Scale',)","('company_Address',)","('company_Distance',)","('company_Duration',)","('company_Traffic',)","('job_PeopleNum',)","('job_Issue',)","('job_Article',)","('job_Link',)"
全能职业人（培训 演讲 主持 策划 公关 销售 管理等）,8-10万/年,7500,太平人寿保险有限公司四川分公司,国企,10000人以上,青羊区顺城大街308号冠城广场四楼0403；联系电话：13608065067,3166,1616,公共交通,20人 | 本科 | 工作经验不限,2017-02-22,"
一、招聘岗位：1、全能职业人：薪资待遇：第一到第三个月为试用期；薪酬5000~8000+管理津贴+季度奖金+年终奖+培训+旅游+保险（按职级拥有意外、医疗、及长期服务津贴、养老保障）。二、招聘要求： 1、本科及以上学历（含应届毕业生） 2、校团委、学生会或班干部 3、高追求、有成功创业经历者优先 4、研究生、海归优先5、有特殊技能者优先6、形象气质佳、男***别不限：***身高158cm及以上、***身高168cm及以上 三、简历接收：1、投递邮箱：TPSC_HR@163.com2、联系方式：13608065067（周经理） ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=75138689
品牌策划,0.8-1.2万/月,10000,四川浪度投资有限公司,民营公司,1000-5000人,新都工业区东区1080号（梁家巷（650路）西南石油大学（679路）浪度家私，向南走300米；梁家巷（650路）新都汽车东站（9路）宏昌塑料，向西走500米。）,2386,1272,公共交通,1人 | 大专 | 工作经验不限,2017-02-22,"
						岗位职责：
1、负责公司对外品牌推介、形象展示、新项目策划及总体规划方案；
2、负责公司落地公关活动、新产品上市及品牌推广制定相关计划；
3、负责公司品牌推广、互联网建设、舆情监测等工作；；
4、协助公司内部市场营销工作，并完成品牌、产品推广的效果评估，提出改进方案。
5、负责拍摄企业广告片及产品专题片（品牌片、产品片、产品功能专题片）等；
6、协同公司相关完善企业文化建设、公益事业建设等，提升公司员工归属感；
7、监管各地CI系统的平面表现和品牌形象，并行使不符合要求的否决权，责成定期整改
8、负责内部的品牌资料收集、归档、会议记录等工作；

岗位要求：
",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84450631
策划专员,0.5-1万/月,7500,恒大地产集团成都有限公司,上市公司,1000-5000人,提督街99号恒大中心,2271,1180,公共交通,2人 | 本科 | 5-7年工作经验,2017-02-22,"
招聘条件：27-35岁，中文、新闻、营销等相关专业本科及以上学历，第一学历本科毕业5年以上，5年以上相关岗位工作经验，曾全程参与过著名房地产企业营销策划工作。工作经验7年以上薪资待遇：10000元/月起 ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=42879176
策划总监（商业综合体）,1-1.5万/月,12500,恒大地产集团成都有限公司,上市公司,1000-5000人,提督街99号恒大中心,2271,1180,公共交通,若干人 | 本科 | 8-9年工作经验,2017-02-22,"
						岗位职责：
1、带领营销策划团队，协同相关团队共同完成品牌及其产品策划指标；
2、负责对策划人员的素质和业务指导和培训；
3、具有良好的客户沟通协调、计划、谈判技巧，能够把握项目进程与流程控制；
4、带领策划团队深入研究客户需求，负责项目开发各阶段的策划与市场调研工作，协同客户部完成各类策划案和推广方案；
5、整合项目顾问团队的意见和建议，提出策划意见；
6、参与并执行公司制定的阶段发展目标，针对业务目标做好执行策略的制定，组织协调资源确保目标完成；
7、持续分析相关营销的市场动态，为项目策划和公司发展提出策略思路。


任职条件：
1、年龄30-45岁之间；
2、第一学历全日",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=73102146
运营服务主管,6-8千/月,7000,青岛伟东云教育集团有限公司,外资（欧美）,1000-5000人,香港中路30号甲伟东世奥国际大厦12楼,12147,2678,公共交通,1人 | 大专 | 2年工作经验,2017-02-23,"
						岗位职责：
1.通过有效的推广方式，利用各种政府资源对学校项目及平台使用进行推广；
2.设计并组织合作学校教师开展教研、各类比赛等活动，从而增强教师对公司教育信息化平台的使用活跃度；
3.日常教育云平台的运营和维护；
4.策划推进及组织协调部门运营计划、推动并确保运营指标的顺利完成。

任职要求：
1.大专以上学历，具有2年以上教育信息化行业工作经验优先；?
2.独立的内容策划能力，形成有传播性的内容运营方案，并付诸实施；
3.较强的目标管理能力，能够针对公司的战略目标制定有效的运营目标，并拆解有效推进执行；
4.有较强的事业心，热爱教育行业，沟通能力优秀，具有感召力和号召力，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86163952
呼叫中心运营经理（Project Manager）,15-20万/年,14583.33,成都维音信息技术有限公司,外资（欧美）,500-1000人,成都市天府大道天府软件园C8,17487,3456,公共交通,2人 | 本科 | 5-7年工作经验 | 英语 熟练 | 普通话 熟练,2017-02-23,"
						资深运营经理：擅长于团队管理（人员管理）并拥有２年以上５０人以上规模团队的管理经验

岗位职责：
1.负责管理BPO项目运营团队并负责团队的KPI达成
2.关注每个团队的运营KPI结果并不断提升KPI
3.定期执行运营各个级别的绩效评估并提供相关改善动作反馈
4.及时发现并校正任何影响运营生产力和服务质量的指标改善
5.负责管理员工日常工作并负责提升员工士气和降低流失率
6.策划并组织提升团队凝聚力相关团队活动
7.拥有2种以上不同呼叫中心项目团队的成功管理经验者优先

资深项目经理： 擅长于流程制定和流程改善并最好拥有相关流程改善项目工作经验
岗位职责：
1.负责分析BPO项",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=63140351
计划运营主管/专员,0.7-1万/月,8500,正黄集团有限公司,民营公司,500-1000人,四川省成都市二环路南三段5号人南大厦B栋2楼,6851,2553,公共交通,2人 | 本科 | 3-4年工作经验,2017-02-23,"
						任职资格：

1、统招本科及以上学历，土木工程、工程管理等相关专业毕业；

2、三年以上工作经验，其中现场施工管理1-2年的经验，甲方计划运营岗位工作经验1-2年以上；

3、对房地产的开发全过程有一定的认知；

4、能熟练运用办公自动化软件，尤其是EXCEL和PPT；

5、有较强的责任心、沟通能力和工作细致度。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=86152349
电商运营,0.4-1.5万/月,9500,成都蜀秀商贸有限公司,民营公司,1000-5000人,成都市成华区双荆路2号招商雍华府2期16栋13楼,10061,2732,公共交通,3人 | 中技 | 1年工作经验,2017-02-23,"
 岗位职责：1、负责淘宝、京 东、天猫等电商平台的日常运营工作； 2、负责公司店铺日常管理，优化店铺及商品排名，提升品牌影响力，完成销售目标；       3、负责执行与配合公司相关营销活动，能独立组织策划店铺促销活动方案，形成销售；  4、根据平台规则提报活动，并跟进活动效果；5、负责平台站内推广工作，销售数据分析监控，提出营销改进措施，调整优化运营策略。任职要求：1、熟悉线上不同渠道（天猫、淘宝等）的运营环境、交易规则，熟练使用网络营销工具，如直通车、淘宝客等推广技巧；2、1年以上相关工作经验、精通活动策划、数据分析等；3、具备优秀的沟通协调能力和团队合作精神；4、具备极强的团队执行力，",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=79385957
运营商中心副总经理/总监,1.5-2万/月,17500,成都迪信通科技有限公司,上市公司,10000人以上,成都市锦江区万达广场11B单元15楼1540室,5336,2330,公共交通,1人 | 本科 | 5-7年工作经验,2017-02-23,"
						1、全面负责运营商中心及各科室业务及日常工作管理；2、直接向总经理负责、汇报工作。
岗位要求：1、男女不限、本科及以上学历；2、有运营商（移动、电信、联通公司）政企业务、市场部、终端管理类同等职位工作经验者优先；3、具有较强的业务沟通协调能力、执行力及敏锐的市场洞察力、有较强的适应性及抗压能力；4、有较强的综合素质及业务能力。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=75825152
自媒体运营经理,0.6-1万/月,8000,贵州千禧绿色环保出租汽车服务有限公司成都分公司,民营公司,500-1000人,成都市高新区天府大道中段500号东方希望天祥2栋13层,15099,2902,公共交通,若干人 | 本科 | 3-4年工作经验,2017-02-23,"
						工作职责：
1）负责公司微信公众号、微博企业号、订阅号，自媒体等平台的运营管理工作；
2）负责内容的策划、发布、管理及互动。圈粉，粉丝运营，保证粉丝粘度 ；
3）收集用户意见及建议，进行数据分析；
4）挖掘网友的使用习惯、情感及体验感受，及时掌握新闻热点，协助完成专题策划、活动策划，效果预估，落地执行，收尾总结，分析数据 ；
5）分析运营数据，挖掘潜在客户资源，定位目标人群并提高产品在目标人群中的知名度；
6）分析同行业微博，微信内容结构及话题热点，调研目标用户群体喜好，在此基础上定位客户需求及喜好，增长粉丝量；
7）确保新媒体工作按照既定目标和规划执行，结合不同阶段实际情况适",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84994195
网络运营总监,4-6万/月,50000,成都市小蜗置家科技有限责任公司,民营公司,500-1000人,四川省成都市青羊区八宝街15-17号,4437,2027,公共交通,1人 | 大专 | 8-9年工作经验,2017-02-23,"
						1、根据公司的品牌定位，制定相应的线上推广方案；
2、负责公司产品的投放、运营和维护；
3、负责相关渠道数据统计的规划、执行、监控和分析，用户意见汇总、反馈并及时调整推广策略，优化新客户转化，提高运营效率与效果，提高公司品牌知名度，建立企业良好信誉度；
4、根据数据分析和用户反馈，制定和提供产品改善策略，并与产品研发部门沟通，优化产品体验，提高用户的留存率和重复使用频率；
5、搭建线上的推广渠道，宣传扩大企业品牌，在行业内、客户群体中以及监管机构间树立良好的企业形象，并形成一定的影响力；
6、配合合作渠道进行运营推广、内容更新及各种活动策划及上线发布跟进；
7、维护",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82064718
文案编辑/新媒体运营,6-8千/月,7000,成都冠城实业集团,民营公司,500-1000人,成都顺城街308号冠城广场38F,3166,1616,公共交通,1人 | 大专 | 3-4年工作经验,2017-02-23,"
						岗位职责：
1、负责官方微信公众平台的日常运营维护；
2、负责微博、微信、官网等新媒体平台的文案撰写、更新，保持内容的及时、全面和专业性；
3、负责微信、微博线上热点及活动等推广方案，通过有效的运营手段推广微信公众号、提升粉丝、用户的活跃度；
4、根据业务需要和市场推广计划完成各类文案的撰写，包括手册、企业宣传册、广告、活动等方面的文案；
5、在相关行业网站和论坛上定期发布信息，宣传公司品牌，收集行业信息；
6、配合市场部活动安排以及上级指派的其他推广任务。
 
任职要求：
1、新闻学、中文、广告、市场营销等相关专业专科以上学历，熟悉移民、留学行业者优先考虑；",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=81770183
差旅运营总监,1.5-2万/月,17500,四川我要去哪科技股份有限公司,民营公司,500-1000人,成都市一环路北一段99号环球广场32楼,6853,2354,公共交通,1人 | 学历不限 | 工作经验不限,2017-02-23,"
						岗位职责：
1.统筹公司差旅服务工作，带领差旅顾问团队，为用户提供质量的差旅服务；
2.根据公司及市场的实际情况，修订及执行公司营运作相关的制度体系、业务流程；
3.负责公司运营团队的搭建，对团队进行业务指导并建立奖励激励制度，不断优化业务操作流程并促进服务品质的提升；
4. 根据业务需求开发有效监控报表，负责监控平台流量、转化率等数据表现，收集客户、代理商以及竞品的信息，分析运营情况，并做出相应的调整/优化；
5.制定公司运营指标、年度发展计划，推动并确保营业指标的顺利完成；
6.负责收集市场和行业信息，提供有效应对方案； 完成总经理临时交办的其他任务。
任职要",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82980915
零售运营经理（母婴）,0.8-1.2万/月,10000,四川苏宁云商销售有限公司,上市公司,10000人以上,四川成都锦江区红星路三段16号,1843,976,公共交通,1人 | 本科 | 5-7年工作经验,2017-02-23,"
1、负责母婴实体门店经营管理工作； 2、对门店日常运营管理给予指导和监督。任职要求：1、本科及以上学历； 2、零售卖场运营管理工作经验丰富，有母婴行业运营管理经验3年以上者优先。 ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=78056543
服务运营专员（成都）,,,上海华讯网络系统有限公司,国企,1000-5000人,成都市滨江东路9号香格里拉中心办公楼4层405B、406、407A单元,1763,1713,公共交通,若干人 | 本科 | 2年工作经验 | 英语 良好,2017-02-23,"
						基本职责：
－对TAC中心日常运营中的case进行控制、协调、监督和管理；
－对客户、销售、工程师进行协调，解决客户网络问题；
－协助对服务流程、系统工具、组织建设、运营机制等提出建议，辅助优化工作。

专业能力要求：
－计算机或通信工程等相关专业本科以上学历；
－良好的英语听说读写能力；
－三年左右网络行业相关工作经验，具有两年以上运维项目管理相关经验尤佳；
－有优秀的综合解决问题能力，有良好的沟通，协调，统筹，管理能力。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84047575
物业o2o运营经理,1-1.5万/月,12500,四川嘉宝资产管理集团股份有限公司成都分公司,上市公司,1000-5000人,四川成都,,,,若干人 | 学历不限 | 工作经验不限,2017-02-23,"
						岗位职责：
1、负责物业运营功能设计、运营、推广、督导，前置化反馈集团物业、电商，持续改善访客邀请功能的迭代升级，实现各综合信息平台的整合与互联互通；
2.负责针对用户、产品特点和市场状况指定运营战略规划，媒体宣传、市场推广和渠道建设等方案的策划和实施，拟定有效活动方案、市场开发等方面的发展规划并予以实施；
3.通过运营策略带动核心指标的提升，挖掘帮助用户成长并帮助用户推广方案的制定，提升用户成长空间，运用推广策划及落实，有效增加开放平台的用户使用数量，组织和管理用户体验，业务流程等的分析和改进；
4.组织和监督产品运营数据进行深度分析，定期收集和分析运营数据，真实反应产品运营",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85291133
高级运营经理,1-3.5万/月,22500,百度（成都）地区服务中心,民营公司,1000-5000人,成都市人民南路四段45号(航空路口)新希望大厦20层,8020,1937,公共交通,1人 | 大专 | 1年工作经验,2017-02-23,"
						岗位职责：
1、基于百度平台，以行业视角策划并开展工作，为行业客户高效提供量身定制的/可执行/可评估的策划服务，并撰写整合营销提案
2、带领团队成员，帮助不同行业重要客户进行广告产出和投放，确定产品主要卖点，制定广告投放策略，达成公司下达的考核任务
3、负责部门团队建设，优化各项工作流程，制定内部工作条例，建立高效工作体系
相关部门沟通、协调日常工作及突发异常的处理
4、负责各类风险把控，对各风险采取的管理及应对措施
任职要求：
1、对媒体有良好的全局认知，熟悉各大媒体的营销产品及应用，并能提出具有建设性的营销规划
2、具有强烈的策划服务意识，精通全案策划的流程",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85755922
商业运营总监/经理,30-40万/年,29166.67,成都鲁能置业有限公司,国企,1000-5000人,成都市成华区崔家店路257号,5369,2556,公共交通,1人 | 本科 | 工作经验不限,2017-02-23,"
						岗位职责：
1.负责商业从前期定位、中期招商引入、后期营运的全过程管理
2.负责商业项目的方向把控、运营策略确定
3.协调招商代理团队、商业管理公司各方面事宜
4.商业运营团队的搭建、指导等
5.公司安排的各类工作
岗位要求：
1.本科及以上学历；
2.8年及以上工作经验；
3.具有商业全周期的运营管理经验，能够从定位、招商至营运起到全方面的把控
4.内外沟通协调能力强、表达能力、执行力、抗压能力强。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84874900
呼叫中心运营经理（温江）,6-8千/月,7000,成都金慧融智数据服务有限公司,民营公司,500-1000人,高新区高朋大道11号高新区科技工业园D座5楼,8260,3371,公共交通,1人 | 本科 | 3-4年工作经验 | 普通话 熟练,2017-02-23,"
						岗位职责
1、负责公司呼叫中心外包项目，完成公司制定的年度、月度指标；
2、监督外包团队日常业务操作、数据指标达成等，全面提高外包团队服务质量；
3、根据外包团队现状提出改善及解决方案，并协调所有资源完成方案的落地及执行；
4、定期分析外包团队现状，给出提升方案，以报告的形式反馈总部；
5、将总部的最新要求0时差的同步到外包团队，并保证高效执行；
6、完成总部安排的其他工作。
任职资格
1、学历要求本科及以上学历
2、熟悉客服中心外包客服的运作；
3、具有丰富的呼叫中心运营管理经验或项目管理经验；
4、较强的运营数据分析与判断能力、良好的逻辑思维能力、出色",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=83905279
运营副总,1.8-5万/月,34000,四川省元度家居汇装饰工程有限公司,民营公司,1000-5000人,中国 四川省成都市武侯区大石东路186号元度家居汇,5583,2093,公共交通,2人 | 学历不限 | 5-7年工作经验,2017-02-23,"
						岗位职责：

1、负责年、季、月任务指标的达成、公司品牌的打造和客户口碑的提升；

2、负责前端版块的管理（综合、网络与设计）、工作过程中指导和纠偏及工作结果的检查和验证；

3、决策制定、指令下达、团队的打造与管理、人才培养等；

4、总公司指令的执行及与各中心工作的协调和联动。

5、负责搭建团队、规划、管理，并持续进行培养、提升和优化。

任职要求：

1、在装饰行业至少有5年以上的中高层管理经验；能自己组建团队，开拓市场经验；

2、熟悉家装市场，对渠道开发及团队管理有一定的优势和心得；

3、有一定的职业素养，有决策力和很强的执行力，能够打造狼性团队；

4、具有灵敏",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=76376378
运营经理,15-20万/年,14583.33,蓝润商业管理公司,民营公司,10000人以上,四川省成都市锦江区成都国际金融中心1号写字楼39楼,1521,1048,公共交通,2人 | 本科 | 5-7年工作经验,2017-02-23,"
						岗位职责：
1. 负责总部或所辖项目营运部的各项管理工作；
2. 负责营运部年度经营指标分解，制定年度经营计划并组织实施；
3. 负责上报经营合同、协议、营运计划及业务报表，组织开展多种经营活动，并对活动效果进行评估；
4. 负责组织、检查租金、物业管理费及能源费的收缴工作；
5. 协调商户的沟通管理，以及公开文件的发布指引、日常投诉、报修等客服工作的监督与管理；
6. 负责审核本部门员工的岗位职责，检查、监督本部门的各项规章制度的执行情况，组织制定本部门培训及目标考核工作；
7. 负责本部门三标一体环境因素和危险源的识别、文件的修订和控制，组织与外联单位的沟通与",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85570369
电商运营经理,1-1.5万/月,12500,青海春天药用资源科技股份有限公司,上市公司,1000-5000人,成都市武侯区人民南路四段新希望大厦2102,8020,1937,公共交通,2人 | 大专 | 5-7年工作经验,2017-02-23,"
						岗位职责：
1、负责公司淘宝店铺（京东店，淘宝店，淘宝企业店、天猫店）运营管理和营销推广；
2、制定、完善、实施网店运营策略、方案；
3、分析用户需求，更新与完善店铺内容并提出相关推广、销售策略，根据网店数据及运营情况对用户体验、业务流程等进行分析和改进；
4、负责网店活动的策划、执行、站内外推广，负责各类网站资源合作的规划、开拓、执行；
5、网站运营团队建设和管理。

任职要求：
1、大专以上学历，3年以上互联网从业经历，1年以上电子商务或淘宝、天猫网店整体运营工作，有团队管理经验；
2、熟悉网站营销、推广的各种手段，并有过成功的营销推广经验；
3、熟悉淘宝",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=82156483
计划运营专员,,,碧桂园四川区域,外资（非欧美）,10000人以上,四川省成都市高新区环球中心,13912,2950,公共交通,2人 | 本科 | 3-4年工作经验,2017-02-23,"
一、岗位职责 1、配合、组织并完成年度综合计划、新项目开发经营计划的编制、统筹工作； 2、负责年度综合计划、新项目开发经营计划的实施过程跟踪，对计划执行情况定期进行分析并形成双日、周、旬、月、季、半年等报告； 3、根据需要配合、组织召开相关协调会；4、配合、组织并完成年度综合计划调整、新项目开发经营计划的更新工作； 5、负责对项目部编制的子计划进行汇总、初审及实施过程进行监控； 6、配合完成计划运营节点等主要指标的考核评估。 二、任职要求1、全日制统招本科或以上学历，工民建、工程类、房地产经营管理相关专业大专及以上学历； 2、2年或以上房地产计划运营管理工作经验或施工管理经验； 3、熟悉房地",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=73623919
国际教育研究院运营主管,5-7千/月,6000,国际私塾,合资,1000-5000人,成都市高新区新世纪环球中心E5区615室,13912,2950,公共交通,1人 | 本科 | 3-4年工作经验,2017-02-23,"
						岗位职责：
1、负责国内外教育机构关系拓展；
2、负责现有及新拓展关系的维护工作，并与各机构建立持续良好的关系；
3、负责在教育研究合作中做学术沟通洽谈，确保沟通渠道畅通；
4、开展教育行业走向市场调查，并及时整合调查报告为公司教研方向及整体策略提供建议；

任职要求：
1、教育学、英语、管理学等相关专业，2年以上教育行业工作经验；
2、熟悉教育系统教学及管理方式；
3、较好的人际沟通及具团队协作能力；
4、出色的条理性、逻辑性；
5、对国际教育有深刻的认识；

在这里，您可以享受到：
1、 享受免费的外教英语培训，提升员工的英语水平；
2、 员工子女",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84293653
急聘  运营总监   人力资源外包企业从事5年以上,1-1.5万/月,12500,北京华育光大科技发展有限公司,合资,1000-5000人,青羊区八宝街万和路90号天象大厦11楼,5153,2033,公共交通,1人 | 大专 | 5-7年工作经验,2017-02-23,"
						岗位待遇：
1.岗位薪资：月薪8-15K，缴纳五险，周末休息。
2.企业福利：
旅游福利：境外游＋境内游，每年多次；
带薪年假：15天带薪年假；
过节福利：公司在端午、中秋、春节为员工提供丰厚的过节礼品；
团队活动：团队聚餐、户外拓展、员工关怀、过节费等。
3.员工成长：
晋升机会：公司建立完善的晋升机制，为员工提供公平公正的晋升机会；
学习机会：公司为全体员工提供全面、专业、免费的培训（岗前入职培训、专业技能培训、员工晋升培训、管理能力培训等），公司建立完善的学习和培养机制。
4.上班地址：成都市青羊区万和路90号天象大厦11楼。

岗位职责：
1.根",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85372623
运营主任,6-8千/月,7000,成都泉源堂大药房连锁股份有限公司,民营公司,500-1000人,成都市高新区创业路16号火炬大厦A座10楼,7861,3052,公共交通,1人 | 本科 | 3-4年工作经验,2017-02-23,"
						岗位职责：
1．合作保险项目管理。依据泉依与保险公司的合作协议，与保险公司营运部门（新业务、保单服务及理赔）沟通运作细则，制定运作流程，确定数据交换方式，确保项目按时有序推进。
2．营运规则流程制定及优化。制定并定期检视营运规则及流程，提出合理化建议，不断予以优化。
3．系统功能优化及测试。根据系统开发部门的安排，提出用户系统需求，并参与讨论实施。
4． 泉依卡入保/保全数据处理及泉依卡缮制及发放。
5．客户及泉依卡信息变更。依据制定的客户或泉依卡信息变更服务流程和标准，在规定时间内按质完成信息变更工作。
6. 协助缮制营运分析报告。整理/分析营运数据，按时提交公司",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84188999
经代运营支持岗（经代部）,6-8千/月,7000,恒大人寿保险有限公司四川分公司,合资,500-1000人,成都市青羊区提督街99号华置中心26层,2300,1204,公共交通,1人 | 本科 | 2年工作经验,2017-02-23,"
						岗位职责：
1、经代业务管理
1）收集经代公司业绩数据，对分公司经代管理的效果进行监测，并提出改善建议和落实改善计划，帮助各项指标的达成。
2）协助经代业务经理制定分公司分对分渠道合作谈判、经营策略和业务启动(产品、手续费、合作公司、协议签订等)；
3）协助维护及推进分公司合作经代公司关系，持续提升业务平台；
4）根据经代渠道的品质管理规定，监督合作伙伴业务品质；
5）协助分公司经代渠道与合作伙伴及各相关部门间的沟通、会议、活动策划、宣导与组织。
2、经代渠道行销支持
1）经代渠道各类印刷品管理：条款彩页等辅销用品的申请并发放；
2）经代渠道产品建议书系统使用讲解、维护及问题处",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84237291
产品研发部-助理产品经理（运营）,0.8-1万/月,9000,成都喜鹊家居用品有限公司,民营公司,500-1000人,成都高新区天和西二街189号4楼,10013,2731,公共交通,1人 | 本科 | 3-4年工作经验,2017-02-23,"
						零售行业，快消行业均可，有与产品研发部门对接的工作更佳！
岗位职责：
1、产品资料管理，包含在系统中录入和维护产品信息；
2、产品数据分析，包括数据的收集、挖掘、分析、归类；
3、产品文档管理，跟踪新品需求；
4、协助产品经理制定产品标准；
任职要求：
1、具有产品管理经验，能够熟练在产品管理系统中搭建基础资料，以及产品资料的后续维护；
2、熟练使用execl，熟悉数据透视表，vlookup等常用函数，具备产品数据分析能力；
3、具有较强的沟通协调能力以及抗压能力。						",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84458873
顶层俱乐部运营管理,6-8千/月,7000,成都居然之家家居有限公司,民营公司,10000人以上,锦江区锦华路86号（三环路琉璃立交桥外侧）居然之家,8182,3070,公共交通,1人 | 学历不限 | 3-4年工作经验,2017-02-23,"
						岗位职责：
1、协助运营管理部经理进行设计师工作室的洽谈签约工作，并按期完成对账返款工作                                                                                             2、负责对签约设计师的管理及维护、商务对接工作，确保顶层设计中心的高端定位；
3、设计部的日常运营管理工作；
4、设计部的营销推广及活动执行工作；                                                                               ",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85756664
APP运营经理,0.8-1万/月,9000,四川省东润创鑫集团有限公司,民营公司,,高新区天府大道688号大源国际A3栋17楼,15983,2990,公共交通,1人 | 大专 | 5-7年工作经验,2017-02-23,"
						岗位职责：
1.负责app推广工作，通过网络和线下手段进行app推广，实现下载量、安装量、活跃度目标；
2.熟悉移动互联网行业，熟悉各种软件商店、论坛、手机商，有渠道商资源者优先；
3、分析旅游行业动态及收集相关行业信息；
4.对app的推广和运营有自己的认知；
5.对互联网事物，网络营销时间高度敏感，熟悉微信、微博等营销操作手段和互联网语言方式；
6.开发销售渠道，对接各类旅游资源。

岗位要求：
1、在携程、艺龙、去哪儿等大型旅游OTA平台有销售工作经验者；
2、32岁及以上，五年以上旅游行业app运营推广工作经验；
3、具备良好的业务开拓和营销能力；",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85622520
商场运营总经理,15-20万/年,14583.33,汇融集团,民营公司,500-1000人,锦江区锦华路三段88号汇融国际A座26-27F,8156,3049,公共交通,1人 | 大专 | 3-4年工作经验,2017-02-23,"
						岗位职责：
1、	负责公司下达的经营目标的实现。参与制定并实施公司下达的经营目标，合理制定商场经营目标，及时跟进商户经营情况，加以完善，并向总经理提出可行性分析实施报告。
2.负责所在商场全面运营管理工作，保障商场日常运营有序进行.
3.负责所在商场业态规划、定位、招商与调整优化。
4.负责所在商场的团队建设和部门间统筹管理工作，负责对各部门工作的激励、督促、协调，优化工作流程，建立规范化流程体系，做好商场的考核、管理、引导、安全消防等工作，督导各个部门制定月度、季度、年度工作计划并确保落实。
5.负责所在公司外围政府公共关系维护，并建立良好的社会关系.
6.负责所在公司商场管",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=85919869
华龙证券互联网金融部APP运营岗（驻成都）,4-8千/月,6000,华龙证券股份有限公司成都人民南路证券营业部,国企,1000-5000人,四川省成都市武侯区人民南路四段45号1栋1单元4楼1、8号,8020,1937,公共交通,2人 | 本科 | 3-4年工作经验,2017-02-23,"
						职位描述：
华龙证券互联网金融部运营岗，工作地点成都，负责公司APP的日常运营工作。

岗位职责：
1、负责公司App运营，能有效提高App的MAU和ARPU指标；
2、能运用不同的运营策略完成用户拉新，熟悉各类营销渠道效果；
3、熟悉用户生命周期管理，可对不同用户差异化服务，刺激用户活跃并降低流失率；
4、从运营角度，为产品设计和产品流程提出合理化建议并跟踪效果；
5、充分了解App用户需求，收集用户反馈，分析用户行为及需求，针对运营数据监控、跟踪和反馈。
6. 建立线上运营的内部管理制度、规范和业务流程。

任职资格：
1、本科及以上学历，有良好的产品营销策划能力或数据分析",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=84351006
运营主管,6-8千/月,7000,上海小园香径化妆品有限公司,民营公司,500-1000人,成都市锦江区红星路三段16号正熙国际1610,1933,1048,公共交通,2人 | 大专 | 3-4年工作经验,2017-02-23,"
						林清轩正在创造中国护理品品牌的奇迹，如果在这个时候有您的加入，30年后回忆起来林清轩就是您的成就，而不仅仅是一份工作了。认为自己拥有时尚的气质和小资情调，喜爱环保天然的护理品，有志于从事中国自主品牌，对中高端百货化妆品专柜，大型购物中心品牌专门店有管理经验，擅长销售培训和营业员管理，熟悉百货商场沟通，气质时尚，年龄26-35岁大专以上学历，喜爱中华传统文化，认同林清轩所倡导的环保理念，孝敬父母者优先。
要求：
1、大专以上学历；
2、具有3年以上百货和购物中心销售管理经验（之前做过化妆品、珠宝、女装、女鞋、家纺、 奢饰品行业者优先考虑）；
3、年龄要求26-35岁之间，男女不限",http://m.51job.com/search/jobdetail.php?jobtype=0&jobid=65400117
